X,Y,MISS_DUMMY,MISS_MLR,MISS_DT,MISS_GNB,MISS_KNN,MISS_SVM,MISS_RF,MISS_XGB,MISS_MLP
638851.180,7972427.070,0,1,0,0,0,0,0,0,1
639851.180,7979677.080,1,1,0,1,1,1,0,0,1
638351.180,7980864.580,1,0,1,1,1,1,0,0,0
637476.180,7980302.080,1,0,1,1,0,0,0,0,0
637413.680,7974052.070,0,0,1,0,1,0,0,0,1
637476.180,7978927.080,1,0,0,0,1,0,0,0,0
638913.680,7977927.070,1,1,1,1,1,0,1,1,0
637351.180,7971677.060,0,1,1,1,1,1,1,1,1
638538.680,7978427.080,1,1,1,1,1,0,0,0,0
636913.680,7977552.070,0,0,0,0,1,0,0,0,0
638413.680,7978739.580,1,1,1,1,1,1,1,1,1
639476.180,7980677.080,1,0,1,1,0,1,1,1,1
637601.180,7979677.080,1,1,1,1,1,1,1,1,1
636413.680,7976177.070,0,0,1,0,0,0,0,0,0
639163.680,7982489.580,1,0,1,0,0,0,0,0,0
637976.180,7981802.080,0,1,1,1,1,1,1,1,1
636413.680,7970052.060,1,0,0,0,0,0,0,0,0
634226.180,7972114.570,1,0,0,0,0,0,0,0,0
638163.680,7977802.070,1,1,1,1,0,0,0,0,1
636788.680,7976802.070,0,0,0,0,0,0,0,0,0
638351.180,7980927.080,1,0,0,1,0,1,0,0,0
637851.180,7979989.580,1,1,1,1,0,1,1,1,1
638663.680,7978864.580,1,1,1,1,1,1,1,1,1
636288.680,7971802.070,1,1,1,0,1,0,0,0,0
640038.690,7979864.580,1,1,0,1,0,0,0,0,1
637601.180,7982427.080,1,0,0,0,0,0,0,0,0
638163.680,7974677.070,0,1,1,1,1,1,0,0,1
635726.180,7969302.060,0,1,1,1,1,1,0,1,1
639226.180,7972489.570,0,1,0,1,0,0,1,0,0
637538.680,7976739.570,1,1,1,1,1,1,1,1,1
638851.180,7980052.080,1,0,0,1,0,0,0,0,0
639038.680,7980927.080,1,0,1,0,0,0,0,0,0
636351.180,7977364.570,0,0,0,0,0,1,0,0,0
637913.680,7981364.580,1,1,0,1,0,0,0,0,0
637038.680,7973552.070,0,0,1,1,0,0,0,0,1
638476.180,7974802.070,1,1,0,0,1,1,0,1,0
636788.680,7979989.580,1,0,0,0,0,0,0,0,1
638913.680,7979177.080,1,0,0,0,0,0,0,0,0
636226.180,7971489.560,1,1,0,0,0,0,0,0,0
638226.180,7977927.070,1,1,1,1,1,1,1,1,1
636851.180,7976864.570,0,1,0,0,0,0,0,0,0
637976.180,7982614.580,0,0,1,0,0,0,0,1,1
637726.180,7980614.580,1,0,1,1,1,1,1,0,1
634663.680,7972177.070,1,0,0,1,0,0,0,0,0
637163.680,7971614.560,0,1,1,1,1,1,1,1,1
638476.180,7979239.580,1,0,1,0,1,0,1,0,1
638476.180,7978302.070,1,1,0,1,0,1,0,0,1
638288.680,7978927.080,1,1,1,1,1,1,1,1,1
638976.180,7974677.070,0,0,1,0,1,0,0,0,0
638788.680,7971739.560,0,0,0,0,0,0,0,0,0
635163.680,7971427.060,0,1,1,1,1,1,1,1,1
639788.680,7981052.080,1,1,1,1,1,1,1,0,1
637163.680,7977177.070,1,0,0,0,0,0,0,0,0
634601.180,7971677.070,1,0,1,1,1,0,0,0,0
638038.680,7979114.580,1,0,1,1,1,1,1,1,1
637413.680,7980177.080,1,0,0,0,0,0,0,0,0
638038.680,7982177.080,1,1,0,1,1,1,1,1,1
636288.680,7971052.060,1,1,1,1,1,1,1,1,0
638288.680,7975489.570,0,1,1,1,1,0,1,1,1
638351.180,7977489.570,0,1,1,0,1,1,1,1,1
636476.180,7977677.070,0,0,1,0,1,0,0,1,0
637101.180,7974052.070,0,0,0,0,1,0,1,0,0
637788.680,7982802.080,1,1,1,1,1,1,1,1,1
636601.180,7978364.580,0,1,1,1,0,0,0,0,0
635351.180,7970927.060,1,0,0,0,0,0,0,0,0
637476.180,7972864.570,0,1,0,1,0,0,0,0,0
636351.180,7972802.070,1,0,0,0,0,0,0,0,0
639163.680,7974427.070,0,0,1,0,0,0,0,0,0
636663.680,7973614.570,0,0,0,0,0,0,0,0,0
638913.680,7980489.580,1,0,0,0,0,0,0,0,0
637851.180,7974427.070,1,0,0,0,0,0,0,1,0
638601.180,7981739.580,0,1,0,1,1,1,1,1,1
636476.180,7973614.570,0,0,0,0,0,0,0,0,0
639601.180,7981864.580,1,1,0,1,1,1,0,0,0
639038.680,7980302.080,1,0,0,1,1,0,0,1,0
640038.690,7979927.080,1,1,0,1,0,0,0,0,1
638851.180,7973802.070,0,0,1,0,1,0,0,0,0
638913.680,7973177.070,1,1,1,1,0,0,0,1,0
637163.680,7972427.070,0,0,1,1,0,0,0,0,0
638913.680,7982927.080,1,0,1,0,0,0,0,0,0
638913.680,7977614.570,0,1,1,1,1,1,1,1,1
639101.180,7978677.080,1,0,0,0,0,0,0,0,0
637601.180,7971989.570,0,1,0,1,0,1,1,1,1
635538.680,7969677.060,1,0,0,0,1,0,0,0,1
636601.180,7976989.570,0,0,0,0,0,0,0,0,0
636476.180,7978552.080,0,1,1,1,0,0,1,1,1
638851.180,7979427.080,1,0,0,0,0,0,0,0,0
638288.680,7977302.070,1,1,1,1,0,0,0,0,0
638288.680,7977177.070,1,1,0,1,0,1,0,0,0
635538.680,7970239.560,1,0,0,0,0,0,0,0,0
636976.180,7979052.080,1,0,0,0,0,1,0,0,0
638413.680,7974302.070,0,0,1,1,1,1,1,0,1
637913.680,7974927.070,1,1,1,0,0,1,0,0,0
636413.680,7972552.070,1,1,0,0,0,0,1,0,0
637976.180,7973427.070,0,1,1,1,1,1,1,0,1
638663.680,7973364.570,0,1,0,0,1,1,1,1,0
639163.680,7975052.070,0,0,0,0,1,0,1,0,0
637976.180,7981114.580,1,1,1,1,0,1,0,0,1
639413.680,7981927.080,1,0,0,1,0,0,0,0,0
637851.180,7976989.570,1,0,0,0,0,0,0,0,0
637601.180,7981489.580,1,1,1,1,1,0,1,0,1
634913.680,7970614.560,1,1,0,1,0,0,0,0,0
637726.180,7971427.060,0,0,1,1,1,0,1,1,0
636913.680,7975552.070,0,0,0,0,0,0,0,0,0
635976.180,7972239.570,0,1,1,1,1,1,1,1,1
639663.680,7982802.080,1,0,0,1,1,0,1,0,0
636788.680,7980177.080,1,0,0,0,0,0,0,0,0
636663.680,7971927.070,0,0,1,1,1,1,0,1,0
635913.680,7974364.570,1,1,1,1,1,1,1,1,1
637288.680,7975802.070,1,1,1,1,1,1,1,1,1
638038.680,7978552.080,1,1,1,1,1,1,1,1,1
636851.180,7976114.570,1,0,0,0,1,0,0,0,0
635913.680,7973552.070,1,1,0,1,1,0,1,1,0
635663.680,7970614.560,1,0,0,0,0,0,0,0,0
637038.680,7976302.070,1,0,0,0,0,0,0,0,0
637038.680,7975052.070,0,0,0,0,0,0,0,0,0
636413.680,7973552.070,0,0,0,0,0,0,0,0,0
637851.180,7976614.570,1,1,1,1,1,1,1,1,1
638163.680,7971989.570,0,0,1,0,0,1,1,1,1
637476.180,7981614.580,1,1,0,1,0,0,0,0,1
636538.680,7970927.060,1,0,0,0,0,0,0,0,0
634288.680,7970739.560,1,1,1,1,1,1,0,1,1
636913.680,7975239.570,0,0,0,0,0,0,0,0,0
637413.680,7981802.080,1,0,1,1,0,0,0,0,0
638101.180,7980864.580,1,1,0,1,0,1,0,0,1
637976.180,7973364.570,0,1,1,0,0,1,0,1,0
635601.180,7973739.570,1,1,0,1,0,0,0,0,0
637663.680,7971864.570,0,1,1,1,1,1,1,1,1
635663.680,7973989.570,1,1,0,1,0,0,0,0,1
635913.680,7980114.580,1,0,0,0,0,0,0,0,0
636476.180,7979614.580,1,0,0,0,0,0,0,0,0
634413.680,7971614.570,1,0,1,1,1,0,1,1,0
634726.180,7970989.560,1,1,1,1,0,0,1,1,1
636288.680,7979802.080,1,0,0,0,0,0,0,0,0
639288.680,7972927.070,1,0,0,0,0,0,0,0,0
637538.680,7974927.070,0,0,0,0,0,0,0,0,0
637913.680,7972614.570,0,0,0,1,1,0,0,0,1
638038.680,7975052.070,0,0,0,1,0,0,0,0,0
635101.180,7970614.560,1,0,1,0,0,1,1,1,1
636726.180,7975552.070,0,0,1,0,1,0,0,0,0
638913.680,7980302.080,1,0,1,1,0,1,1,1,0
636101.180,7976677.070,0,0,0,0,0,0,0,0,0
637913.680,7972677.070,0,0,0,1,1,0,0,0,0
638351.180,7976802.070,1,1,0,0,0,0,0,1,0
638038.680,7971427.060,1,1,1,1,1,1,1,1,1
637976.180,7979614.580,1,1,0,1,0,0,0,0,0
638476.180,7979427.080,1,0,1,0,1,1,0,1,0
635788.680,7977427.070,0,1,1,1,1,1,1,1,1
636538.680,7973052.070,0,0,0,0,0,0,0,0,0
637913.680,7971739.560,1,0,0,0,0,0,0,0,0
634538.680,7972114.570,1,0,0,0,0,0,0,0,0
636163.680,7978739.580,0,1,0,1,0,0,0,0,0
635226.180,7971427.060,1,1,1,0,1,0,0,1,1
635226.180,7969427.060,1,1,1,0,0,0,0,0,0
637601.180,7981052.080,1,1,0,1,0,0,0,0,0
639038.680,7978052.070,1,1,0,1,0,0,0,0,1
638788.680,7981489.580,1,1,1,1,0,1,1,1,1
636726.180,7974802.070,0,0,1,0,1,0,1,0,0
637726.180,7982052.080,1,1,0,1,0,0,1,0,0
637038.680,7977489.570,1,1,0,1,1,0,0,0,0
635913.680,7973802.070,0,1,1,1,1,1,1,1,1
639351.180,7980864.580,1,1,1,1,1,1,1,0,1
636413.680,7974302.070,0,1,0,0,0,0,1,1,1
638413.680,7975239.570,0,1,0,1,0,0,0,0,0
636788.680,7972427.070,0,0,0,0,1,0,0,0,0
639163.680,7979614.580,1,1,1,1,1,1,1,0,1
638476.180,7979552.080,1,0,0,0,1,0,0,1,0
639101.180,7972177.070,0,1,0,1,0,0,0,0,1
636163.680,7972302.070,1,1,1,0,1,1,1,1,1
637476.180,7978864.580,1,0,0,0,1,0,0,0,0
639226.180,7983239.580,1,0,0,1,0,0,0,0,0
636101.180,7978302.080,0,1,1,1,1,1,1,1,1
637851.180,7976739.570,1,1,1,1,1,1,1,1,1
636101.180,7980177.080,1,0,0,0,0,0,0,0,0
636413.680,7979614.580,1,0,0,0,0,0,0,0,0
635288.680,7969927.060,0,1,1,1,1,1,1,1,1
639226.180,7979614.580,1,1,1,1,0,1,1,1,1
637038.680,7976927.070,1,0,0,0,0,0,0,0,1
636413.680,7970989.560,1,1,0,1,1,1,1,1,0
634476.180,7969989.560,0,1,1,1,1,1,1,1,1
638976.180,7978989.580,1,1,1,1,1,0,1,1,1
635851.180,7979739.580,1,0,0,0,0,0,0,0,0
637538.680,7975364.570,1,1,1,1,1,1,1,1,1
636476.180,7972552.070,0,0,0,1,1,1,0,0,1
638851.180,7981677.080,1,1,1,1,0,1,0,0,1
636601.180,7975052.070,0,0,0,0,0,0,0,0,0
638663.680,7974677.070,0,0,1,0,1,1,1,1,0
635851.180,7978614.580,0,1,0,0,0,0,0,0,1
637351.180,7982614.580,1,0,1,0,0,0,0,0,0
639726.180,7982677.080,1,0,0,1,0,0,0,0,0
636913.680,7975802.070,0,0,0,0,0,0,0,0,0
637601.180,7975114.570,1,1,1,1,1,1,1,1,0
637413.680,7973802.070,0,0,0,0,0,0,0,0,0
636851.180,7971552.060,1,1,1,0,0,1,0,0,0
637538.680,7979114.580,1,0,0,1,1,1,0,1,1
637601.180,7982489.580,1,0,0,1,0,0,0,0,0
637413.680,7973989.570,0,0,1,0,1,0,0,0,1
638538.680,7978802.080,1,1,1,1,1,0,1,1,0
639163.680,7971489.560,0,1,1,1,1,1,1,1,1
635601.180,7971552.060,1,0,0,0,0,0,0,0,0
637538.680,7982302.080,1,0,0,0,0,0,0,0,0
638851.180,7981552.080,1,1,1,1,1,1,1,1,1
634913.680,7972052.070,1,0,0,1,0,0,0,1,0
637538.680,7977052.070,1,1,0,0,0,0,0,0,0
636851.180,7977989.570,0,0,1,1,1,0,0,0,1
639288.680,7972302.070,0,1,1,0,1,1,1,1,1
636413.680,7976864.570,0,0,0,0,0,0,0,0,0
637351.180,7975864.570,1,1,1,0,0,0,1,0,1
638851.180,7981427.080,1,1,1,0,0,1,0,0,1
637788.680,7980427.080,1,0,1,1,1,0,0,1,0
639851.180,7981239.580,1,0,1,1,0,0,0,0,0
635913.680,7972927.070,0,0,1,1,1,1,0,0,1
639476.180,7982364.580,1,0,0,0,0,0,0,0,0
636913.680,7972989.570,0,1,1,0,1,0,1,0,1
637726.180,7974989.570,1,1,1,1,1,1,1,1,0
636851.180,7976427.070,1,1,0,0,0,0,0,0,0
637788.680,7980927.080,1,1,0,1,0,1,0,0,0
639101.180,7979677.080,1,1,1,1,1,1,1,1,1
637476.180,7976677.070,1,0,0,0,0,0,0,0,0
634288.680,7971989.570,1,0,0,0,0,0,0,0,0
637976.180,7974677.070,1,1,1,0,0,0,1,1,0
637413.680,7979802.080,1,0,1,0,0,0,0,0,0
639163.680,7971552.060,0,1,1,1,1,1,1,1,0
638101.180,7982052.080,0,1,1,0,1,1,1,1,1
638101.180,7975239.570,0,0,0,1,1,0,0,0,0
637538.680,7971927.070,0,1,1,1,1,1,1,1,1
636913.680,7978302.080,1,1,0,1,0,0,0,0,0
635913.680,7972364.570,0,1,1,1,1,1,1,1,1
637726.180,7977677.070,1,0,0,0,0,0,0,0,0
638851.180,7980614.580,1,0,0,0,0,0,0,0,0
635601.180,7969239.560,0,0,1,1,1,1,0,1,1
634976.180,7970677.060,1,1,0,1,0,0,0,0,0
636976.180,7973614.570,0,0,1,1,0,1,0,0,0
638163.680,7973864.570,0,1,1,1,1,1,1,1,1
637726.180,7981302.080,1,1,1,1,0,1,0,0,1
636288.680,7976989.570,0,0,0,0,0,0,0,0,0
637788.680,7972739.570,1,1,1,0,1,1,1,1,1
638038.680,7976927.070,1,0,1,0,1,0,1,1,1
638351.180,7974239.570,0,1,1,1,1,1,1,1,1
637101.180,7979864.580,1,0,0,0,0,0,0,0,0
638101.180,7981427.080,0,1,1,1,0,1,0,1,1
637538.680,7974052.070,0,1,1,0,1,0,1,1,1
635788.680,7977989.570,0,1,0,1,0,0,0,1,0
638163.680,7981864.580,0,1,0,0,1,1,1,0,1
636851.180,7971802.070,0,1,1,1,1,0,1,1,1
636476.180,7977552.070,0,0,1,0,0,0,0,0,0
636663.680,7978927.080,1,0,0,1,0,0,0,0,0
637163.680,7975302.070,0,0,0,0,0,0,0,0,0
636851.180,7976302.070,1,0,0,0,1,0,0,0,0
638476.180,7979489.580,1,0,1,0,1,1,0,1,0
638663.680,7979677.080,1,0,0,0,1,0,0,0,0
637163.680,7973489.570,0,0,1,1,0,0,0,0,1
637663.680,7977864.570,1,0,0,0,0,0,0,0,0
636351.180,7970052.060,1,0,0,0,0,0,0,0,0
638788.680,7982302.080,1,0,0,0,0,1,0,0,0
635413.680,7971614.560,1,0,0,0,1,0,1,1,1
638288.680,7981177.080,0,1,1,1,1,1,1,1,1
637788.680,7974364.570,1,0,0,0,1,0,0,1,0
635226.180,7970864.560,1,0,0,0,0,0,0,0,0
637038.680,7972114.570,0,0,1,1,1,1,0,0,0
637913.680,7978427.080,1,1,1,1,0,1,0,0,0
638601.180,7977677.070,0,1,1,1,1,1,1,1,1
634913.680,7971677.070,1,0,0,1,0,0,0,0,0
638038.680,7976989.570,1,0,1,0,1,0,1,1,0
638163.680,7980552.080,1,1,1,1,1,1,0,0,1
638351.180,7971552.060,0,0,1,0,0,0,0,0,0
637601.180,7977614.570,1,0,0,0,0,0,0,0,0
634663.680,7971302.060,1,1,1,1,1,0,0,0,0
638663.680,7982177.080,1,1,1,0,0,0,0,0,0
636851.180,7976052.070,0,0,0,1,0,1,0,0,0
634163.680,7971739.570,1,0,0,0,0,0,0,0,0
635976.180,7980114.580,1,0,0,0,0,0,0,0,0
637288.680,7974239.570,0,0,0,0,0,0,0,0,0
636663.680,7972677.070,0,0,0,0,1,0,0,0,0
637976.180,7980239.580,1,1,1,1,1,0,1,0,1
636913.680,7974802.070,0,0,0,0,1,0,0,0,0
635851.180,7973489.570,1,0,0,1,0,1,0,0,0
637788.680,7981739.580,1,1,1,1,1,1,1,1,1
639288.680,7973864.570,0,0,0,0,0,0,0,0,0
637976.180,7971552.060,1,0,0,0,0,0,0,0,0
635538.680,7970739.560,1,0,0,0,0,0,0,0,0
635413.680,7971427.060,1,0,0,0,0,0,0,0,0
635663.680,7974114.570,1,1,1,1,1,1,0,1,1
638476.180,7977177.070,1,1,1,1,0,0,1,1,0
637788.680,7971489.560,0,0,1,1,1,1,1,1,0
637976.180,7976552.070,1,1,1,1,1,1,1,1,1
637476.180,7977489.570,1,0,0,0,0,0,0,0,0
635601.180,7973489.570,1,1,0,1,0,0,0,0,0
636413.680,7974802.070,0,0,0,0,1,0,0,0,1
637913.680,7972802.070,0,0,1,1,0,0,0,1,1
635601.180,7969802.060,1,0,0,0,1,0,0,0,1
638601.180,7976989.570,1,0,1,0,0,0,0,1,0
635913.680,7970739.560,1,1,1,1,1,0,1,1,0
637601.180,7971552.060,0,1,1,1,1,1,1,1,1
636726.180,7976552.070,0,0,0,0,0,0,0,0,0
634601.180,7969114.560,0,1,0,1,1,1,0,0,1
637601.180,7982552.080,1,1,0,1,0,0,0,0,0
638351.180,7974364.570,0,1,1,1,1,0,1,1,1
637851.180,7982239.580,1,1,0,1,0,1,1,1,1
635663.680,7974302.070,1,1,1,1,1,1,0,0,1
635913.680,7972864.570,0,0,1,1,1,1,1,0,1
636101.180,7973114.570,0,0,1,0,1,1,1,0,0
635788.680,7976802.070,0,1,1,0,0,0,0,1,0
636663.680,7978302.080,0,1,1,1,1,0,0,0,1
638226.180,7972614.570,0,0,0,0,0,0,0,0,0
634663.680,7970114.560,0,1,1,1,1,1,1,1,1
634726.180,7969802.060,0,1,0,1,0,0,0,0,1
638413.680,7975739.570,1,0,0,0,0,0,0,0,1
635663.680,7971177.060,1,0,0,1,0,0,0,0,0
637038.680,7974739.570,0,0,0,0,1,0,0,0,0
638788.680,7973114.570,1,1,0,1,1,0,0,1,1
636288.680,7971302.060,1,1,0,1,1,1,0,0,0
636976.180,7974427.070,0,0,0,0,0,0,0,0,0
636476.180,7969802.060,1,1,0,0,0,0,0,0,1
639476.180,7981427.080,1,1,1,1,1,0,0,1,0
639663.680,7980552.080,1,0,1,1,0,0,0,0,0
637726.180,7981739.580,1,1,0,1,0,1,0,0,0
636351.180,7972177.070,1,1,0,0,0,0,0,0,0
636726.180,7979239.580,1,1,0,0,1,1,0,0,1
638351.180,7972677.070,0,0,0,0,0,0,0,0,0
634351.180,7970489.560,1,0,0,1,0,0,0,0,1
635601.180,7970739.560,1,0,0,0,0,0,0,0,0
636288.680,7974302.070,0,1,0,1,0,0,0,0,0
638226.180,7981927.080,0,1,0,1,0,1,1,0,0
637726.180,7981177.080,1,1,0,1,0,0,0,0,0
638976.180,7971427.060,0,1,1,1,1,1,1,1,1
638351.180,7981177.080,0,1,1,1,1,1,0,0,1
638226.180,7980802.080,1,1,0,1,0,1,0,0,0
638413.680,7979177.080,1,0,1,1,0,0,0,0,0
638788.680,7974739.570,0,0,1,0,1,0,1,0,0
637226.180,7973052.070,0,0,1,0,0,0,0,0,1
634976.180,7971302.060,0,1,1,1,1,1,1,1,1
638663.680,7982739.580,1,0,0,0,0,0,0,0,0
638538.680,7982364.580,0,1,1,1,1,1,1,1,1
638413.680,7976989.570,1,0,0,0,0,1,0,0,0
638413.680,7980489.580,1,0,1,1,1,0,0,1,1
637101.180,7975989.570,1,0,0,0,0,0,0,0,0
637038.680,7979177.080,1,0,0,1,1,0,0,0,0
636038.680,7971552.060,1,1,1,0,1,1,0,0,1
637601.180,7981552.080,1,1,1,1,0,0,0,0,0
639038.680,7979177.080,1,0,1,1,1,0,1,1,1
635851.180,7973677.070,1,1,0,1,0,0,0,0,0
638788.680,7980864.580,1,0,1,1,1,1,0,0,0
638038.680,7979427.080,1,1,0,1,0,1,1,1,0
634788.680,7969427.060,0,0,0,0,0,0,0,0,0
639101.180,7973927.070,0,0,0,0,0,0,0,0,0
639226.180,7973989.570,0,0,0,0,0,0,0,0,0
636288.680,7972927.070,0,0,1,1,1,1,0,0,0
637351.180,7976489.570,1,0,0,0,0,0,0,0,0
637913.680,7979802.080,1,1,1,1,1,1,1,1,1
638663.680,7983052.080,0,1,0,1,0,0,1,1,1
637726.180,7981427.080,1,1,1,1,1,0,0,0,0
636976.180,7972614.570,0,0,1,1,1,1,0,0,1
634413.680,7970302.060,1,0,0,0,1,1,0,0,1
636663.680,7978677.080,1,1,0,1,0,0,0,0,0
636976.180,7978302.080,1,1,1,1,0,0,0,0,0
639101.180,7979989.580,1,1,1,1,1,1,1,0,1
635976.180,7971614.560,1,0,1,0,1,1,0,0,0
636476.180,7972177.070,0,0,1,1,1,0,0,0,1
637726.180,7981489.580,1,1,1,1,1,0,0,0,0
637726.180,7981114.580,1,1,0,1,0,1,0,0,0
635913.680,7976614.570,0,0,0,0,0,0,0,0,0
636038.680,7972302.070,0,1,1,1,1,1,1,0,1
638788.680,7972677.070,0,0,0,0,0,0,0,1,1
636538.680,7973302.070,0,0,0,0,1,0,0,0,1
636163.680,7970364.560,1,0,0,0,0,0,0,0,0
638226.180,7972802.070,0,0,1,0,0,0,1,0,0
636351.180,7970927.060,1,1,1,1,1,1,1,1,1
637476.180,7972989.570,0,1,1,1,1,0,1,0,0
637976.180,7974864.570,1,1,1,0,0,0,0,0,0
638226.180,7978427.080,0,0,0,0,1,0,0,0,1
634726.180,7969302.060,0,0,0,0,0,0,0,0,0
638163.680,7973177.070,0,0,0,0,1,1,0,0,1
638476.180,7973989.570,0,0,0,0,1,1,0,1,1
635663.680,7970239.560,1,0,0,0,0,0,0,0,0
636413.680,7979427.080,1,0,1,0,0,0,0,1,0
637913.680,7976927.070,1,0,0,0,0,0,0,0,0
638226.180,7981677.080,0,1,0,1,0,1,0,0,0
639226.180,7981677.080,1,0,0,1,0,0,0,0,0
638851.180,7979489.580,1,0,0,0,0,0,0,1,0
637663.680,7982552.080,1,1,1,1,0,0,0,1,1
635976.180,7973739.570,1,1,0,1,0,0,0,0,0
639663.680,7982427.080,1,1,0,1,1,1,1,0,0
636788.680,7972614.570,0,0,0,1,1,0,0,0,1
635413.680,7969989.560,1,0,0,0,0,0,0,0,0
635163.680,7969364.560,1,1,1,0,0,0,0,0,0
634663.680,7971364.560,1,0,1,1,0,0,1,0,0
637726.180,7972239.570,1,0,0,0,0,0,0,0,0
635913.680,7971239.560,1,1,0,1,1,1,0,0,0
637538.680,7971989.570,0,1,1,1,1,1,1,1,0
634976.180,7971677.070,1,0,0,1,0,0,0,0,0
637976.180,7978927.080,1,0,0,1,0,0,1,1,0
635226.180,7971927.070,1,0,1,1,0,0,0,0,0
637788.680,7976427.070,1,1,1,1,1,1,1,1,1
635851.180,7977739.570,0,1,0,1,0,1,1,1,1
635101.180,7970364.560,1,0,1,0,1,1,0,0,1
638351.180,7981239.580,0,1,0,1,1,1,1,1,1
636351.180,7970302.060,1,0,0,0,0,0,0,0,0
638913.680,7983239.580,0,1,1,1,1,1,1,1,1
638726.180,7980989.580,1,0,0,1,0,1,0,1,0
636601.180,7970677.060,1,0,0,1,0,0,0,0,0
637538.680,7982427.080,1,0,0,0,0,0,0,0,0
637913.680,7974614.570,1,1,0,0,0,1,0,0,0
639788.680,7981364.580,1,1,1,1,1,1,1,1,1
637226.180,7976802.070,1,0,0,0,0,0,0,0,0
638976.180,7972802.070,0,1,0,1,0,1,1,0,0
634601.180,7970239.560,1,0,1,0,1,1,0,0,1
637413.680,7979114.580,1,0,1,0,0,0,0,0,0
634163.670,7971364.560,1,0,0,0,0,0,0,0,0
636601.180,7971302.060,1,0,0,0,0,0,0,0,1
638538.680,7981489.580,0,1,1,1,1,1,1,1,1
634351.180,7972114.570,1,0,0,0,0,0,0,0,0
638351.180,7975302.070,0,0,1,1,0,0,1,0,0
638476.180,7980927.080,1,0,1,1,1,1,0,0,0
637788.680,7977552.070,1,0,1,0,1,1,0,0,1
637038.680,7978302.080,1,0,0,1,0,0,0,0,0
638663.680,7972927.070,0,0,0,0,0,0,0,0,0
635288.680,7970989.560,1,0,0,0,0,0,0,0,0
635351.180,7970052.060,1,0,0,0,0,0,0,0,0
639226.180,7974177.070,0,0,0,0,0,0,0,0,0
639038.680,7978864.580,1,1,1,1,1,1,1,1,1
637976.180,7979364.580,1,1,0,0,0,0,0,0,0
637163.680,7979052.080,1,0,0,1,0,0,0,0,0
636851.180,7974989.570,0,0,0,0,0,0,0,0,0
639226.180,7982489.580,1,0,0,0,0,0,0,0,0
638476.180,7975114.570,0,1,0,1,0,0,1,1,0
635788.680,7974239.570,1,0,1,1,1,1,0,1,1
635663.680,7972177.070,0,1,0,1,1,1,1,1,1
636601.180,7971802.070,0,0,0,1,1,0,0,0,0
638163.680,7980052.080,1,0,1,0,0,0,0,0,0
636726.180,7974677.070,0,0,0,0,1,0,1,0,1
635976.180,7971427.060,1,1,0,0,1,1,1,0,0
639288.680,7979989.580,1,1,1,1,0,0,0,0,1
639976.180,7979864.580,1,0,0,1,0,0,0,0,0
636663.680,7971802.070,0,0,1,1,1,1,0,1,1
637726.180,7978052.070,1,0,0,0,0,0,0,0,0
637788.680,7981614.580,1,1,1,1,1,1,1,1,1
638038.680,7973114.570,0,0,0,1,1,0,0,0,0
637538.680,7975614.570,1,1,1,1,1,1,1,1,0
638538.680,7980552.080,1,1,1,1,1,0,1,1,0
636913.680,7976802.070,1,0,0,1,0,0,0,0,0
637851.180,7972177.070,0,0,1,1,1,1,1,1,0
637538.680,7975114.570,0,0,0,0,0,0,0,0,0
638226.180,7976989.570,1,0,1,0,1,0,0,0,0
636476.180,7972677.070,1,1,0,0,0,0,0,1,1
638726.180,7975427.070,0,1,1,1,1,1,1,1,1
638413.680,7975614.570,0,1,1,1,1,1,1,1,1
638851.180,7975302.070,0,1,1,1,1,1,1,1,1
637413.680,7976989.570,1,0,0,0,0,0,0,0,0
639163.680,7981739.580,1,0,0,1,0,0,0,0,0
636726.180,7971677.060,1,1,0,0,1,1,0,0,0
636038.680,7979177.080,0,1,0,1,0,1,0,0,0
636663.680,7971614.560,1,0,1,0,1,0,0,0,0
637976.180,7973802.070,0,1,1,1,1,1,1,1,0
637538.680,7977802.070,1,0,0,0,0,0,0,0,0
636101.180,7970989.560,1,1,1,1,1,1,1,1,1
638913.680,7979302.080,1,0,0,0,0,0,0,0,0
639413.680,7982739.580,1,0,0,1,0,0,0,0,0
637851.180,7979927.080,1,1,1,1,1,1,1,1,1
636226.180,7974489.570,0,0,0,0,1,1,1,1,1
638913.680,7971489.560,0,1,1,1,1,1,1,1,0
637976.180,7976427.070,1,0,0,0,0,0,0,0,0
639101.180,7975302.070,0,1,0,0,0,0,0,0,0
637413.680,7976364.570,1,0,0,0,0,0,0,0,0
637913.680,7975302.070,1,1,1,1,0,1,1,0,0
637476.180,7975239.570,0,0,0,0,0,0,0,0,0
634351.180,7971239.560,1,0,1,1,0,0,0,0,0
638788.680,7972614.570,0,0,0,0,0,0,1,0,0
637413.680,7977052.070,1,1,0,0,0,0,0,0,0
636351.180,7979552.080,1,0,0,0,0,0,0,0,0
638038.680,7973302.070,0,1,1,0,1,1,1,1,0
636601.180,7979239.580,1,0,0,1,0,0,0,0,0
634413.680,7970802.060,1,1,1,1,1,0,1,1,0
637913.680,7980552.080,1,1,1,1,1,1,0,0,1
634788.680,7971427.060,1,0,1,1,1,0,0,0,0
637976.180,7973614.570,0,1,1,0,1,1,1,1,0
638601.180,7974614.570,0,0,1,1,1,1,1,1,1
636976.180,7972114.570,0,0,1,1,1,1,0,0,1
639101.180,7974552.070,0,0,1,0,0,0,0,0,0
637476.180,7976552.070,1,0,0,0,0,0,0,0,0
